id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,estimated_nights_booked
17501535,Rental unit in London · ★4.82 · Studio · 1 bed · 1 bath,24082635,Dominic,,Southwark,51.49064,-0.07515,Entire home/apt,97.0,3,171,2023-11-29,2.19,1,340,31,,157
17697098,Home in London · ★4.90 · 1 bedroom · 1 bed · 1 private bath,47441978,Angela,,Haringey,51.5905,-0.08602,Private room,70.0,3,143,2023-11-26,1.78,1,151,16,,128
15855571,Home in Harlington · ★4.91 · 1 bedroom · 1 bed · 1 private bath,102745461,Gary,,Hillingdon,51.48501,-0.43966,Private room,100.0,1,354,2020-03-05,4.22,1,83,0,,101
16092072,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,104885739,Rossella,,Newham,51.53152,0.05833,Private room,65.0,15,8,2023-05-29,0.41,2,69,1,,147
16110405,Rental unit in Greater London · 2 bedrooms · 3 beds · 2 baths,105036907,Nicole,,Westminster,51.5188093,-0.1609259,Entire home/apt,337.0,4,2,2023-11-25,2.0,1,208,2,,192
16224733,Rental unit in London · ★4.86 · 1 bedroom · 2 beds · 1 bath,949926,Tobias & Annette,,Hammersmith and Fulham,51.49563,-0.2292,Entire home/apt,140.0,21,42,2023-01-29,0.51,26,189,2,,257
16248990,Rental unit in London · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,99347650,Gurkan,,Tower Hamlets,51.49819,-0.00942,Private room,34.0,25,19,2023-03-31,0.22,2,250,2,,132
18365323,Rental unit in London · ★4.94 · Studio · 1 bed · 1 bath,127152588,Elizabeth,,Camden,51.54225,-0.12877,Entire home/apt,125.0,30,109,2023-11-19,1.37,1,94,20,,986
18369757,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 shared baths,2332044,R,,Hammersmith and Fulham,51.50899,-0.21597,Private room,38.0,87,1,2023-09-02,0.3,3,95,1,,626
16391602,Rental unit in London · ★4.19 · 2 bedrooms · 3 beds · 1 bath,107375863,Edurne,,Southwark,51.48914,-0.0798,Entire home/apt,161.0,20,16,2021-09-25,0.19,2,361,0,,91
18519069,Rental unit in London · ★4.74 · 1 bedroom · 2 beds · 1 bath,68531085,Stephane,,Hammersmith and Fulham,51.50075,-0.23201,Entire home/apt,132.0,4,82,2023-10-26,1.04,4,153,21,,99
16414022,Rental unit in Kensington · ★4.83 · 1 bedroom · 1 bed · 1 bath,69949059,Michael,,Kensington and Chelsea,51.49955,-0.18485,Entire home/apt,119.0,2,209,2023-11-26,2.47,2,127,47,,118
16543080,Rental unit in London · ★4.94 · 1 bedroom · 2 beds · 1 bath,54184847,Madison Hill London,,Wandsworth,51.44302,-0.14878,Entire home/apt,150.0,28,16,2023-08-10,0.21,15,359,3,,141
18535545,Rental unit in London · ★4.69 · Studio · 1 bed · 1 bath,23883884,S,,Barnet,51.58134,-0.23373,Entire home/apt,60.0,7,13,2023-10-08,0.74,26,60,7,,124
16759676,Rental unit in London · ★4.48 · Studio · 1 bed · 1 bath,82436841,Max And Billie,,Kensington and Chelsea,51.50991,-0.19501,Entire home/apt,86.0,1,347,2023-11-30,4.21,21,138,72,,101
16793113,Home in London · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,77502667,Stephen,,Lewisham,51.46196,-0.00791,Private room,24.0,365,3,2018-10-16,0.04,2,83,0,,350
16941352,Rental unit in London · ★4.90 · 2 bedrooms · 1 bed · 1 bath,16296728,Oliver,,Wandsworth,51.47337,-0.16295,Entire home/apt,116.0,3,125,2023-11-27,1.5,3,301,13,,108
16985403,Rental unit in London · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,24524003,Zee And Lewis,,Wandsworth,51.47543,-0.15056,Private room,51.0,2,211,2023-11-24,2.53,9,164,44,,121
18682553,Serviced apartment in London · ★4.88 · 2 bedrooms · 3 beds · 1 bath,32056798,Anton,,Wandsworth,51.46169,-0.17092,Entire home/apt,188.0,4,69,2023-11-05,0.99,36,351,21,,95
17005261,Rental unit in London · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,24524003,Zee And Lewis,,Wandsworth,51.47376,-0.15161,Private room,41.0,2,243,2023-12-06,2.91,9,111,60,,139
18696477,Rental unit in London · ★4.80 · 1 bedroom · 1 bed · 1 bath,20001519,VanZyl,,Kensington and Chelsea,51.50384,-0.19302,Entire home/apt,221.0,4,121,2023-12-09,1.58,68,275,25,,151
17158096,Townhouse in London · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,100789005,Roger,,Southwark,51.49862,-0.04667,Private room,64.0,1,482,2023-11-30,6.41,3,21,89,,153
17598314,Home in London · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,7716401,Paul,,Camden,51.53305,-0.13231,Private room,107.0,1,627,2023-11-20,7.8,4,293,105,,187
19255332,Condo in Greater London · ★4.77 · 2 bedrooms · 3 beds · 2 baths,183088797,Paul,,Lambeth,51.49085,-0.11864,Entire home/apt,195.0,5,146,2023-11-24,1.9,11,123,40,,227
17974054,Home in London · ★4.64 · 4 bedrooms · 5 beds · 3 baths,8298885,Stefano,,Hackney,51.53972,-0.05985,Entire home/apt,158.0,4,84,2023-10-03,1.05,4,150,3,,100
19560214,Rental unit in Greater London · ★4.56 · 2 bedrooms · 2 beds · 1 bath,1456999,City Relay,,Wandsworth,51.47576,-0.15895,Entire home/apt,148.0,2,176,2023-11-26,2.25,2,351,45,,108
19717348,Cottage in Greater London · ★4.76 · 1 bedroom · 1 bed · 1 private bath,39234450,Ysk,,Hammersmith and Fulham,51.49076717391126,-0.2309433992210118,Private room,65.0,4,95,2023-10-13,1.22,2,71,8,,117
18407066,Rental unit in London · ★4.34 · Studio · 1 bed · 1 bath,127522685,Ed,,Camden,51.538853,-0.143813,Entire home/apt,92.0,2,186,2023-11-28,2.32,3,18,63,,111
19814956,Condo in Greater London · ★4.62 · 1 bedroom · 2 beds · 2 shared baths,69479387,Marina,,Tower Hamlets,51.53106,-0.0667,Private room,61.0,3,190,2023-12-08,2.45,20,156,61,,176
18724525,Home in London · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,130218891,Jayne,,Ealing,51.51249,-0.26619,Private room,90.0,90,27,2020-03-27,0.34,2,362,0,,734
19835554,Home in Greater London · ★4.42 · 1 bedroom · 2 beds · 1 shared bath,50467146,Lina,,Wandsworth,51.47687,-0.14903,Private room,98.0,2,300,2023-11-19,3.86,3,39,62,,185
18766766,Rental unit in London · ★4.93 · 3 bedrooms · 5 beds · 2 baths,130216729,Julian And Francesca,,Greenwich,51.48628,0.01585,Entire home/apt,242.0,24,14,2023-04-02,0.21,1,13,3,,120
18782939,Home in London · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,35308662,Natalia,,Kensington and Chelsea,51.51444,-0.21798,Private room,61.0,3,183,2023-12-04,2.29,2,66,24,,164
20253625,Hostel in London · ★4.38 · 1 bedroom · 1 bed · 1.5 shared baths,107221749,A.,,Hackney,51.53721,-0.0643,Private room,30.0,7,65,2023-10-03,0.85,4,48,18,,142
20403189,Rental unit in Greater London · ★4.82 · 2 bedrooms · 3 beds · 1 bath,105618784,Stuart,,Lambeth,51.49502,-0.11235,Entire home/apt,190.0,3,11,2023-09-12,2.37,1,41,11,,170
19155551,Rental unit in Greater London · ★4.34 · 1 bedroom · 2 beds · 1 bath,94679515,Helen,,City of London,51.5124,-0.09413,Entire home/apt,159.0,6,178,2023-11-07,2.28,22,344,26,,328
19359198,Rental unit in Greater London · ★4.50 · 2 bedrooms · 2 beds · 1 bath,135677155,Olly,,Westminster,51.51827,-0.13933,Entire home/apt,500.0,40,10,2017-12-20,0.13,1,90,0,,124
20670150,Rental unit in Greater London · ★4.68 · 1 bedroom · 1 bed · 1 bath,1955559,Sean,,Enfield,51.61577,-0.11112,Entire home/apt,70.0,21,79,2023-08-20,1.05,4,96,4,,529
21076980,Guest suite in Greater London · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,125199462,Edgar,,Newham,51.51068,0.06346,Private room,49.0,3,108,2023-07-02,1.44,1,67,24,,103
19600672,Rental unit in Greater London · ★4.82 · 1 bedroom · 2 beds · 1 private bath,2565918,Billie,,Hackney,51.55609,-0.08498,Private room,86.0,3,174,2023-12-08,2.24,1,119,43,,161
21118123,Condo in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,152308578,Sandra,,Wandsworth,51.47291,-0.16826,Private room,72.0,2,146,2023-09-17,1.96,1,27,16,,94
21464274,Condo in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 bath,25616786,Quentin,,Hackney,51.53884633709599,-0.0550960339241024,Entire home/apt,142.0,4,10,2023-11-19,1.28,1,11,10,,122
19938428,Home in Greater London · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,34105211,Dem,,Lambeth,51.463,-0.092,Private room,37.0,10,34,2023-11-10,0.51,2,328,1,,122
21595736,Guest suite in Greater London · ★4.81 · 1 bedroom · 1 bed · 1 private bath,157070500,Michael & Katie,,Haringey,51.58929,-0.14262,Private room,52.0,3,164,2023-11-21,2.22,1,4,23,,159
21604001,Rental unit in London · ★4.90 · 1 bedroom · 2 beds · 1 bath,769488,Reya,,Hackney,51.52909851074219,-0.0896190032362937,Entire home/apt,167.0,7,42,2023-11-06,0.57,5,329,14,,95
19984441,Rental unit in Greater London · ★4.85 · 1 bedroom · 2 beds · 1 bath,566542,Glyn,,Islington,51.54005,-0.09916,Entire home/apt,182.0,3,150,2023-12-04,1.98,1,170,45,,142
21622428,Home in London  · ★4.36 · 1 bedroom · 2 beds · 1.5 shared baths,157300321,Farhana,,Waltham Forest,51.57104,0.00648,Private room,36.0,30,39,2019-12-29,0.54,2,140,0,,388
22143376,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,50112313,Alex,,Westminster,51.49319,-0.15566,Entire home/apt,250.0,150,2,2019-01-05,0.03,13,255,0,,108
20263852,Home in Greater London · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,144444103,Carmen,,Hammersmith and Fulham,51.5081,-0.23657,Private room,49.0,7,68,2023-10-17,0.89,2,31,6,,149
20530025,Townhouse in Greater London · ★4.68 · 5 bedrooms · 10 beds · 3 baths,20387981,Adrian,,Greenwich,51.49458,0.07399,Private room,293.0,4,91,2023-11-23,1.21,1,157,15,,116
20538711,Home in Greater London · ★4.95 · 1 bedroom · 1 bed · 1 private bath,141714900,Claire,,Camden,51.51859,-0.1256,Private room,90.0,4,310,2023-12-01,4.07,2,123,61,,390
22561987,Condo in London · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,125950725,Alex,,Hackney,51.52871,-0.08274,Private room,65.0,5,163,2023-12-04,2.26,1,131,30,,271
20816805,Home in Greater London · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,149295060,Sharon,,Camden,51.55021,-0.13199,Private room,36.0,1,299,2023-12-10,3.93,1,19,81,,94
23387892,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,5453287,Ari,,Kensington and Chelsea,51.49021,-0.16579,Private room,87.0,3,19,2023-12-10,1.29,2,8,18,,92
23756069,Condo in Greater London · ★4.78 · 3 bedrooms · 4 beds · 1 bath,58381982,Steve,,Tower Hamlets,51.50623,-0.06773,Entire home/apt,276.0,7,103,2023-11-27,1.48,1,81,24,,248
21206910,Rental unit in Greater London · ★4.71 · 2 bedrooms · 3 beds · 1 bath,153197827,Lex,,Westminster,51.52136,-0.16501,Entire home/apt,149.0,90,35,2019-09-30,0.48,1,89,0,,1036
23813881,Home in Greater London · ★4.96 · 1 bedroom · 1 bed · 2 shared baths,22273326,Konstantinos,,Waltham Forest,51.55687,0.00815,Private room,35.0,10,45,2023-07-03,0.65,1,194,3,,156
23837233,Home in Woodford · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,167662130,Bettina,,Waltham Forest,51.60243,0.00109,Private room,24.0,4,88,2023-12-07,1.27,2,47,21,,121
23991119,Home in Greater London · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,1532431,Teresa,,Southwark,51.487832334822166,-0.0868294492296126,Private room,61.0,2,14,2023-12-08,3.07,2,57,14,,147
21374831,Rental unit in London · ★4.76 · 1 bedroom · 2 beds · 1 bath,43935156,City Living,,City of London,51.5154663624218,-0.0836511418093722,Entire home/apt,252.0,4,95,2023-11-26,1.29,43,323,28,,123
23996149,Rental unit in Greater London · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,149617550,Ibrahim,,Lambeth,51.45895,-0.13585,Private room,35.0,7,38,2023-09-27,0.55,7,343,14,,92
21530316,Rental unit in Greater London · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,25144450,Gianluca,,Tower Hamlets,51.51496,-0.07112,Private room,61.0,90,14,2023-01-08,0.19,32,154,1,,410
21543204,Rental unit in London · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,57860631,Robert,,Tower Hamlets,51.528,-0.06136,Private room,33.0,25,31,2023-09-26,0.42,3,69,7,,252
21564181,Guest suite in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,6044154,Chowee,,Hammersmith and Fulham,51.48868,-0.22657,Entire home/apt,118.0,5,203,2023-12-01,2.78,1,16,29,,333
24434879,Serviced apartment in London · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,158118644,Dinul,,Tower Hamlets,51.51191,-0.06731,Private room,85.0,7,80,2022-10-10,1.2,1,200,0,,201
24469476,Loft in Greater London · ★4.71 · 1 bedroom · 1 bed · 1 private bath,55652810,Tim,,Islington,51.52377,-0.10212,Private room,148.0,4,98,2023-11-22,1.56,3,333,33,,149
21642159,Rental unit in Greater London · ★4.97 · 1 bedroom · 2 beds · 1 bath,7644679,Monique,,Islington,51.53076,-0.09586,Entire home/apt,106.0,10,63,2023-09-17,0.87,2,14,14,,208
24489635,Hostel in Greater London · ★4.52 · 1 bedroom · 10 beds · 1 shared bath,4103739,Astor Museum Inn Hostel,,Camden,51.51852,-0.12535,Shared room,30.0,1,186,2023-12-08,6.98,11,77,121,,167
24846406,Rental unit in Greater London · ★4.91 · 1 bedroom · 1 bed · 1 bath,157904572,Katie,,Westminster,51.52552,-0.18563,Entire home/apt,188.0,5,56,2023-10-28,0.84,2,59,7,,100
24871635,Rental unit in Greater London · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,138600175,James,,Tower Hamlets,51.4982,-0.0176,Private room,51.0,30,10,2023-08-06,0.15,2,269,1,,107
21796707,Townhouse in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,100789005,Roger,,Southwark,51.49903,-0.04642,Private room,62.0,1,436,2023-11-25,5.91,3,25,73,,141
25052096,Home in Greater London · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,30364999,Mark,,Croydon,51.38829,-0.13006,Private room,27.0,30,24,2023-12-04,0.36,3,365,7,,259
22081628,Home in  London · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,161304755,Geoff,,Southwark,51.47849,-0.1034,Private room,34.0,1,347,2023-12-05,4.79,4,30,88,,114
22208659,Home in Greater London · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,21626701,Elvan,,Haringey,51.5862,-0.07558,Private room,69.0,2,212,2023-11-25,2.92,1,141,53,,140
25708786,Rental unit in London · 2 bedrooms · 1 bed · 1 bath,3438597,Kate,,Wandsworth,51.47026,-0.15734,Entire home/apt,140.0,120,1,2022-06-02,0.05,1,162,0,,144
25779378,Home in London · ★4.63 · 2 bedrooms · 2 beds · 1 private bath,193516648,Mina,,Waltham Forest,51.5698,-0.03611,Private room,129.0,4,120,2023-10-14,1.8,1,292,18,,172
26016746,Rental unit in Greater London · ★4.85 · 2 bedrooms · 3 beds · 1 bath,177397805,Clifford,,Kensington and Chelsea,51.51687,-0.2016,Entire home/apt,229.0,4,68,2022-06-15,1.05,6,80,0,,100
22592567,Rental unit in London · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,159838588,Giba,,Wandsworth,51.47621,-0.15327,Private room,31.0,2,173,2023-11-25,2.4,3,127,46,,115
22759947,Rental unit in London · ★4.35 · 2 bedrooms · 2 beds · 2 baths,15806012,Mark,,Brent,51.52944,-0.19703,Entire home/apt,145.0,5,69,2023-10-20,0.99,3,83,8,,118
26432731,Home in Greater London · ★4.85 · 3 bedrooms · 4 beds · 1 bath,431902,Andreea,,Westminster,51.52042,-0.14811,Entire home/apt,321.0,5,61,2023-11-24,0.94,13,153,9,,112
26859171,Rental unit in London · ★4.66 · 1 bedroom · 1 bed · 1 private bath,166617599,Ben,,Wandsworth,51.47564,-0.1679,Private room,90.0,1,299,2023-11-05,4.55,45,70,38,,109
26986364,Home in Greater London · ★4.25 · 1 bedroom · 1 bed · 1.5 shared baths,203035825,Elizabeth,,Hammersmith and Fulham,51.48539,-0.21724,Private room,39.0,5,12,2023-10-05,0.8,2,309,10,,96
27384935,Rental unit in Greater London · ★4.93 · 2 bedrooms · 2 beds · 2 baths,10548134,Mike,,Newham,51.50449,0.017,Entire home/apt,169.0,7,40,2023-11-10,0.64,27,105,9,,107
27590365,Rental unit in Greater London · ★4.89 · 1 bedroom · 1 bed · 1 bath,441886,Will David,,Hammersmith and Fulham,51.49932,-0.21413,Entire home/apt,160.0,30,18,2020-03-15,0.28,3,206,0,,201
23935389,Townhouse in Greater London · 3 bedrooms · 3 beds · 1.5 baths,179941642,Oli,,Hackney,51.54766,-0.03664,Entire home/apt,100.0,365,2,2018-08-20,0.03,1,362,0,,262
24283559,Home in Morden · ★4.81 · 2 bedrooms · 3 beds · 1 bath,8667216,Ayu,,Merton,51.39104,-0.18415,Entire home/apt,110.0,3,84,2023-09-04,1.27,2,279,20,,91
24332681,Condo in London  · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,183587784,Wayne,,Tower Hamlets,51.51187,-0.03716,Private room,65.0,3,180,2023-10-25,2.63,1,150,25,,189
28194114,Rental unit in London · ★4.89 · 1 bedroom · 1 bed · 1 bath,9608094,Neil,,Hackney,51.53233,-0.09319,Entire home/apt,150.0,3,81,2023-12-07,1.3,1,166,14,,93
24368342,Rental unit in Greater London · ★4.58 · 3 bedrooms · 3 beds · 2 baths,128659370,Michela,,Hammersmith and Fulham,51.49345,-0.24153,Entire home/apt,213.0,91,26,2022-10-07,0.38,41,362,0,,829
24558206,Condo in Greater London · ★4.71 · 1 bedroom · 2 beds · 2 shared baths,69479387,Marina,,Tower Hamlets,51.53096,-0.06665,Private room,70.0,2,174,2023-11-30,2.54,20,160,33,,121
24571773,Townhouse in Greater London · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,154555136,Lily,,Southwark,51.50629701778299,-0.0394830310831358,Private room,45.0,25,21,2023-09-15,0.32,10,62,3,,192
29330785,Rental unit in London · ★4.76 · 1 bedroom · 1 bed · 1.5 shared baths,57707854,Christian,,Lambeth,51.49225,-0.11642,Private room,80.0,4,174,2023-10-04,2.84,10,231,24,,272
30550900,Condo in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,19215818,Julia,,Kensington and Chelsea,51.5223041132051,-0.2024498196272084,Entire home/apt,180.0,4,6,2023-11-20,1.73,1,6,6,,166
30888701,Rental unit in London · ★4.61 · 1 bedroom · 1 bed · 1 bath,2965863,Graziella,,Wandsworth,51.45294,-0.17864,Entire home/apt,102.0,40,46,2023-10-27,0.76,2,331,8,,729
25365733,Rental unit in Greater London · ★4.71 · 2 bedrooms · 2 beds · 2 baths,189874459,Alvaro,,Hammersmith and Fulham,51.48308318039146,-0.1973982905952782,Entire home/apt,163.0,4,80,2023-11-09,1.19,5,75,7,,114
30923834,Bed and breakfast in Greater London · ★4.76 · 2 bedrooms · 2 beds · 1 private bath,49983495,Z & Alex,,Tower Hamlets,51.51962,-0.07345,Hotel room,197.0,1,352,2023-11-16,5.89,3,49,91,,141
30983005,Rental unit in Greater London · ★4.96 · 2 bedrooms · 2 beds · 2 baths,161878478,James,,Southwark,51.49921,-0.0927,Entire home/apt,300.0,4,77,2023-10-17,1.31,1,6,13,,125
31930868,Rental unit in London · ★4.59 · 1 bedroom · 1 bed · 2.5 shared baths,166617599,Ben,,Wandsworth,51.477,-0.1696,Private room,74.0,1,225,2023-11-19,3.81,45,70,54,,91
31948736,Rental unit in London · ★4.68 · 1 bedroom · 1 bed · 1 private bath,43935156,City Living,,City of London,51.51204,-0.11184,Private room,156.0,4,108,2023-11-28,1.85,43,273,19,,177
31973641,Rental unit in London · ★4.78 · 1 bedroom · 1 bed · 1 private bath,43935156,City Living,,Westminster,51.5133,-0.11385,Private room,156.0,4,63,2023-11-10,1.08,43,343,8,,103
26252082,Condo in Greater London · ★4.67 · 2 bedrooms · 2 beds · 1 bath,50112313,Alex,,Westminster,51.51193,-0.13153,Entire home/apt,409.0,5,36,2023-10-21,2.52,13,315,29,,302
32395454,Guest suite in Greater London · ★4.88 · 1 bedroom · 1 bed · 1 private bath,243265553,Fouad,,Richmond upon Thames,51.44137,-0.31572,Private room,65.0,2,140,2023-12-04,2.45,1,136,48,,117
26646085,Rental unit in London · ★4.82 · 1 bedroom · 1 bed · 1 bath,41260002,Marlena,,Hammersmith and Fulham,51.50264,-0.2439,Entire home/apt,108.0,14,22,2023-11-06,0.34,2,15,4,,114
32610139,Rental unit in Greater London · ★4.68 · 2 bedrooms · 3 beds · 1 bath,138955370,Suzanne,,Hackney,51.562,-0.06562,Entire home/apt,87.0,7,78,2023-11-13,1.35,1,21,22,,226
32634023,Rental unit in London · ★4.88 · 1 bedroom · 1 bed · 1 bath,224866971,Sonder (London),,Westminster,51.49795,-0.12796,Entire home/apt,416.0,32,8,2023-09-25,0.14,137,153,1,,107
32662422,Rental unit in London · ★4.94 · 3 bedrooms · 3 beds · 3.5 baths,224866971,Sonder (London),,Westminster,51.498,-0.12712,Entire home/apt,551.0,32,18,2023-09-19,0.31,137,34,2,,238
27123047,Rental unit in Greater London · ★4.75 · 3 bedrooms · 3 beds · 1 bath,204160071,Irene,,Southwark,51.49331,-0.088,Entire home/apt,201.0,2,8,2023-12-10,3.38,4,44,8,,162
33207942,Rental unit in Greater London · ★4.88 · 1 bedroom · 1 bed · 1 bath,3581452,Chris,,Hammersmith and Fulham,51.50106,-0.22238,Entire home/apt,115.0,225,16,2023-09-18,0.3,1,97,10,,1619
27747852,Rental unit in Greater London · ★4.81 · 2 bedrooms · 5 beds · 2 baths,4132677,Gordana,,Westminster,51.51136,-0.18181,Entire home/apt,689.0,5,48,2023-11-25,0.76,6,326,15,,91
34168522,Rental unit in Greater London · ★4.89 · 3 bedrooms · 7 beds · 2 baths,65719112,Sacha,,Islington,51.54067,-0.10292,Entire home/apt,436.0,2,141,2023-11-22,2.54,2,267,56,,121
28476583,Home in Greater London · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,97874184,Moji,,Enfield,51.62415,-0.0552,Private room,29.0,1,10,2023-11-24,4.48,3,158,10,,107
28693487,Home in Greater London · ★4.81 · 1 bedroom · 1 bed · 1 private bath,216464627,Tessa,,Hackney,51.54837,-0.0348,Private room,44.0,1,113,2023-12-09,5.45,3,325,59,,130
34970279,Rental unit in Greater London · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,219700437,Mohit,,Hammersmith and Fulham,51.4935,-0.21141,Private room,55.0,30,26,2020-02-23,0.47,3,173,0,,338
29100994,Townhouse in London · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,1775224,Christina,,Islington,51.53673,-0.118,Private room,71.0,2,271,2023-12-03,4.37,7,22,74,,209
35633750,Rental unit in Greater London · ★4.22 · Studio · 1 bed · 1 bath,4990088,Shaz,,Hackney,51.545769,-0.075613,Entire home/apt,46.0,3,79,2023-10-31,1.5,6,280,25,,108
29587670,Rental unit in Greater London · ★4.68 · Studio · 1 bed · 1 bath,222400913,Jos,,Waltham Forest,51.56051,-0.00821,Entire home/apt,55.0,14,19,2023-06-14,0.31,42,364,1,,104
29592985,Home in Greater London · ★4.65 · 1 bedroom · 1 bed · 1 private bath,143503927,Shabana,,Hillingdon,51.50087,-0.43141,Private room,49.0,1,362,2023-11-30,5.81,4,333,84,,139
29625501,Townhouse in Greater London · ★4.98 · 1 bedroom · 1 bed · 1 private bath,25486035,Kate,,Camden,51.55033493041992,-0.1555559933185577,Private room,105.0,3,123,2023-11-18,2.03,1,60,19,,146
35934806,Rental unit in Greater London · ★4.73 · 2 bedrooms · 2 beds · 1 bath,20001519,VanZyl,,Westminster,51.52041,-0.13886,Entire home/apt,358.0,21,66,2023-10-27,1.24,68,67,28,,624
29683474,Rental unit in Greater London · ★4.69 · Studio · 2 beds · 1 private bath,23966399,Belal,,Brent,51.54333,-0.19978,Private room,80.0,3,84,2023-12-06,1.36,7,116,44,,97
